species,lma,zeta,fcr,hmat,fhmat,seed_mass,wood_density,p50_xylem,K_leaf,K_xylem,b_leaf,b_xylem,sm_xylem,a,c,m,n
spp1,0.119,0.2,0.47,22,0.8,0.000038,630,-3.3,5.00E-17,4.00E-16,1,1,0,75,6000,1.5,3
